gene_id	chr_id	transcript_length	gene_group
Ec-00_008090	chr_00	2102	
Ec-00_008100	chr_00	795	
Ec-00_008110	chr_00	4318	
Ec-00_008120	chr_00	1852	
Ec-00_008130	chr_00	684	
Ec-00_008140	chr_00	603	
Ec-00_008150	chr_00	729	
Ec-00_008160	chr_00	1579	
Ec-00_008170	chr_00	1223	GBG-gametophyte
Ec-00_008190	chr_00	2407	
Ec-00_008200	chr_00	2739	
Ec-00_008210	chr_00	3575	
Ec-00_008220	chr_00	1118	
Ec-00_008230	chr_00	1140	
Ec-00_008240	chr_00	1550	
Ec-00_008250	chr_00	1125	
Ec-00_008260	chr_00	1215	
Ec-00_008270	chr_00	1643	
Ec-00_008280	chr_00	1629	GBG-gametophyte
Ec-00_008290	chr_00	6680	
Ec-00_008300	chr_00	1302	GBG-sporophyte
Ec-00_008310	chr_00	2303	
Ec-00_008320	chr_00	648	
Ec-00_008330	chr_00	753	
Ec-00_008340	chr_00	3135	
Ec-00_008350	chr_00	4171	
Ec-00_008360	chr_00	423	
Ec-00_008370	chr_00	741	
Ec-00_008380	chr_00	757	GBG-sporophyte
Ec-00_008390	chr_00	732	
Ec-00_008400	chr_00	1143	
Ec-00_008410	chr_00	1314	
Ec-00_008420	chr_00	3821	
Ec-00_008430	chr_00	5323	
Ec-00_008440	chr_00	7285	
Ec-00_008450	chr_00	1738	
Ec-00_008460	chr_00	780	
Ec-00_008470	chr_00	357	
Ec-00_008480	chr_00	2456	
Ec-00_008490	chr_00	1326	
Ec-00_008500	chr_00	2099	
Ec-00_008510	chr_00	2767	
Ec-00_008520	chr_00	456	
Ec-00_008530	chr_00	1188	
Ec-00_008540	chr_00	380	
Ec-00_008550	chr_00	1710	
Ec-00_008560	chr_00	2580	
Ec-00_008580	chr_00	1254	
Ec-00_008590	chr_00	801	
Ec-00_008600	chr_00	180	
Ec-00_008610	chr_00	252	
Ec-00_008620	chr_00	1616	
Ec-00_008630	chr_00	4502	
Ec-00_008650	chr_00	2084	
Ec-00_008660	chr_00	2813	GBG-gametophyte
Ec-00_008670	chr_00	1899	
Ec-00_008690	chr_00	2153	
Ec-00_008700	chr_00	1101	
Ec-00_008710	chr_00	1080	
Ec-00_008720	chr_00	3241	GBG-gametophyte
Ec-00_008730	chr_00	1203	
Ec-00_008740	chr_00	4618	
Ec-00_008750	chr_00	2240	
Ec-00_008760	chr_00	705	
Ec-00_008770	chr_00	876	
Ec-00_008780	chr_00	228	
Ec-00_008790	chr_00	1182	
Ec-00_008800	chr_00	1704	SBG-male
Ec-00_008800	chr_00	1704	GBG-gametophyte
Ec-00_008810	chr_00	1137	
Ec-00_008820	chr_00	258	
Ec-00_008830	chr_00	2622	
Ec-00_008840	chr_00	882	SBG-female
Ec-00_008840	chr_00	882	GBG-sporophyte
Ec-00_008850	chr_00	1133	
Ec-00_008860	chr_00	5372	
Ec-00_008870	chr_00	1238	GBG-gametophyte
Ec-00_008880	chr_00	923	
Ec-00_008890	chr_00	1744	
Ec-00_008900	chr_00	252	
Ec-00_008910	chr_00	6251	
Ec-00_008920	chr_00	6008	GBG-gametophyte
Ec-00_008930	chr_00	432	
Ec-00_008940	chr_00	3727	
Ec-00_008950	chr_00	1479	
Ec-00_008960	chr_00	117	
Ec-00_008970	chr_00	1281	
Ec-00_008980	chr_00	1344	
Ec-00_008990	chr_00	513	
Ec-00_009000	chr_00	2643	
Ec-00_009010	chr_00	1734	
Ec-00_009020	chr_00	2046	GBG-gametophyte
Ec-00_009030	chr_00	1879	
Ec-00_009040	chr_00	846	
Ec-00_009050	chr_00	2810	GBG-sporophyte
Ec-00_009070	chr_00	1224	
Ec-00_009080	chr_00	204	
Ec-00_009090	chr_00	441	
Ec-00_009100	chr_00	1788	
Ec-00_009110	chr_00	1431	
Ec-00_009120	chr_00	1990	
Ec-00_009130	chr_00	324	
Ec-00_009140	chr_00	522	
Ec-00_009150	chr_00	375	
Ec-00_009160	chr_00	666	
Ec-00_009170	chr_00	195	
Ec-00_009180	chr_00	936	
Ec-00_009190	chr_00	468	
Ec-00_009200	chr_00	1156	
Ec-00_009210	chr_00	1107	
Ec-00_009220	chr_00	1236	
Ec-00_009230	chr_00	1802	
Ec-00_009240	chr_00	9259	
Ec-00_009250	chr_00	969	GBG-gametophyte
Ec-00_009260	chr_00	471	
Ec-00_009270	chr_00	427	
Ec-00_009280	chr_00	790	
Ec-00_009290	chr_00	2117	
Ec-00_009310	chr_00	746	GBG-gametophyte
Ec-00_009320	chr_00	764	
Ec-00_009330	chr_00	2374	
Ec-00_009340	chr_00	2566	
Ec-00_009350	chr_00	2910	
Ec-00_009360	chr_00	1986	
Ec-00_009370	chr_00	1903	
Ec-00_009380	chr_00	237	
Ec-00_009390	chr_00	6201	GBG-gametophyte
Ec-00_009410	chr_00	2853	GBG-gametophyte
Ec-00_009420	chr_00	1287	
Ec-00_009430	chr_00	1572	GBG-gametophyte
Ec-00_009440	chr_00	2635	GBG-sporophyte
Ec-00_009450	chr_00	3164	
Ec-00_009460	chr_00	324	
Ec-00_009470	chr_00	1107	
Ec-00_009480	chr_00	2993	GBG-gametophyte
Ec-00_009490	chr_00	2015	GBG-gametophyte
Ec-00_009500	chr_00	1872	
Ec-00_009510	chr_00	1914	
Ec-00_009520	chr_00	520	
Ec-00_009530	chr_00	1224	
Ec-00_009540	chr_00	969	
Ec-00_009550	chr_00	159	
Ec-00_009560	chr_00	991	
Ec-00_009580	chr_00	717	
Ec-00_009590	chr_00	801	
Ec-00_009600	chr_00	3004	GBG-sporophyte
Ec-00_009610	chr_00	1326	
Ec-00_009620	chr_00	2845	
Ec-00_009640	chr_00	1876	
Ec-00_009650	chr_00	1773	
Ec-00_009660	chr_00	2571	
Ec-00_009670	chr_00	168	
Ec-00_009680	chr_00	5119	
Ec-00_009690	chr_00	1259	
Ec-00_009700	chr_00	1353	
Ec-00_009710	chr_00	2190	
Ec-00_009720	chr_00	174	
Ec-00_009730	chr_00	565	
Ec-00_009740	chr_00	753	
Ec-00_009750	chr_00	1440	
Ec-00_009760	chr_00	690	
Ec-00_009770	chr_00	1071	
Ec-00_009780	chr_00	732	
Ec-00_009800	chr_00	2836	
Ec-00_009810	chr_00	3347	GBG-gametophyte
Ec-00_009820	chr_00	1338	
Ec-00_009830	chr_00	723	
Ec-00_009840	chr_00	1227	
Ec-00_009850	chr_00	2079	
Ec-00_009860	chr_00	333	
Ec-00_009870	chr_00	1637	
Ec-00_009880	chr_00	2160	
Ec-00_009890	chr_00	1904	
Ec-00_009900	chr_00	2401	
Ec-00_009910	chr_00	1831	
Ec-00_009920	chr_00	1715	
Ec-00_009930	chr_00	2496	
Ec-00_009940	chr_00	440	
Ec-00_009950	chr_00	2641	
Ec-00_009960	chr_00	288	
Ec-00_009970	chr_00	4720	
Ec-00_009980	chr_00	897	GBG-gametophyte
Ec-00_009990	chr_00	427	
Ec-00_010010	chr_00	2471	
Ec-00_010020	chr_00	1289	
Ec-00_010030	chr_00	1743	
Ec-00_010040	chr_00	606	SBG-male
Ec-00_010050	chr_00	816	
Ec-00_010060	chr_00	1215	
Ec-00_010070	chr_00	1646	GBG-gametophyte
Ec-00_010080	chr_00	2821	GBG-gametophyte
Ec-00_010090	chr_00	1312	
Ec-00_010100	chr_00	907	
Ec-00_010110	chr_00	1997	
Ec-00_010120	chr_00	249	
Ec-00_010130	chr_00	1329	
Ec-00_010140	chr_00	1086	
Ec-00_010150	chr_00	1447	
Ec-00_010160	chr_00	2898	
Ec-00_010170	chr_00	3483	
Ec-00_010180	chr_00	2253	SBG-female
Ec-00_010180	chr_00	2253	GBG-sporophyte
Ec-00_010190	chr_00	1078	
Ec-00_010200	chr_00	1605	
Ec-00_010210	chr_00	1920	
Ec-00_010220	chr_00	2064	
Ec-00_010230	chr_00	327	
Ec-00_010240	chr_00	972	
Ec-00_010250	chr_00	1491	
Ec-00_010260	chr_00	423	
Ec-00_010280	chr_00	1160	
Ec-00_010290	chr_00	1804	
Ec-00_010310	chr_00	1815	
Ec-00_010320	chr_00	900	
Ec-00_010330	chr_00	414	
Ec-00_010350	chr_00	114	
Ec-00_010360	chr_00	680	
Ec-00_010370	chr_00	255	
Ec-00_010380	chr_00	2079	
Ec-00_010390	chr_00	2241	
Ec-00_010400	chr_00	3836	
Ec-00_010410	chr_00	1539	
Ec-00_010420	chr_00	4080	
Ec-00_010430	chr_00	1801	
Ec-00_010440	chr_00	1778	
Ec-00_010450	chr_00	1524	
Ec-00_010460	chr_00	1753	
Ec-00_010470	chr_00	2301	
Ec-00_010480	chr_00	815	
Ec-00_010490	chr_00	5373	
Ec-00_010500	chr_00	519	
Ec-00_010510	chr_00	1164	GBG-sporophyte
Ec-00_010520	chr_00	1591	
Ec-00_010530	chr_00	601	
Ec-00_010540	chr_00	3780	
Ec-00_010550	chr_00	2344	GBG-sporophyte
Ec-00_010560	chr_00	1462	
Ec-00_010570	chr_00	912	
Ec-00_010580	chr_00	1069	
Ec-00_010590	chr_00	1546	
Ec-00_010600	chr_00	1617	
Ec-00_010610	chr_00	264	
Ec-00_010620	chr_00	639	GBG-gametophyte
Ec-00_010630	chr_00	1212	
Ec-00_010640	chr_00	2509	
Ec-00_010650	chr_00	267	
Ec-00_010660	chr_00	486	
Ec-00_010670	chr_00	207	
Ec-00_010680	chr_00	228	
Ec-00_010690	chr_00	651	
Ec-00_010700	chr_00	956	
Ec-00_010710	chr_00	900	
Ec-00_010720	chr_00	2094	
Ec-00_010730	chr_00	525	
Ec-00_010740	chr_00	812	SBG-female
Ec-00_010740	chr_00	812	GBG-sporophyte
Ec-00_010750	chr_00	1443	GBG-gametophyte
Ec-00_010760	chr_00	998	
Ec-00_010770	chr_00	2413	
Ec-00_010780	chr_00	1377	
Ec-00_010800	chr_00	3190	
Ec-00_010810	chr_00	513	
Ec-00_010820	chr_00	291	
Ec-00_010830	chr_00	1512	
Ec-00_010850	chr_00	156	GBG-gametophyte
Ec-00_010860	chr_00	1917	SBG-male
Ec-00_010870	chr_00	465	
Ec-00_010880	chr_00	3281	
Ec-00_010890	chr_00	1415	
Ec-00_010900	chr_00	545	
Ec-00_010910	chr_00	3588	
Ec-00_010920	chr_00	1555	
Ec-00_010930	chr_00	833	
Ec-00_010940	chr_00	3365	
Ec-00_010950	chr_00	1483	
Ec-00_010960	chr_00	1412	
Ec-00_010970	chr_00	925	
Ec-00_010980	chr_00	1329	
Ec-00_010990	chr_00	1713	
Ec-00_011010	chr_00	708	
Ec-00_011020	chr_00	663	
Ec-00_011030	chr_00	1025	
Ec-00_011040	chr_00	935	
Ec-00_011050	chr_00	1740	
Ec-00_011060	chr_00	2543	SBG-female
Ec-00_011070	chr_00	5993	
Ec-00_011080	chr_00	3765	
Ec-00_011090	chr_00	3215	
Ec-00_011100	chr_00	1344	
Ec-00_011110	chr_00	2310	
Ec-00_011120	chr_00	573	
Ec-00_011130	chr_00	1115	
Ec-00_011140	chr_00	345	
Ec-00_011150	chr_00	786	
Ec-00_011160	chr_00	2313	
Ec-00_011170	chr_00	300	
Ec-00_011180	chr_00	257	
Ec-00_011190	chr_00	1161	
Ec-00_011200	chr_00	476	
Ec-00_011210	chr_00	528	
Ec-00_011230	chr_00	1203	
Ec-00_011240	chr_00	468	
Ec-00_011250	chr_00	1128	
Ec-00_011260	chr_00	3048	
Ec-00_011270	chr_00	1394	
Ec-00_011280	chr_00	210	
Ec-00_011290	chr_00	1469	
Ec-00_011300	chr_00	1237	GBG-sporophyte
Ec-00_011310	chr_00	1149	
Ec-00_011320	chr_00	800	
Ec-00_011330	chr_00	739	
Ec-00_011340	chr_00	859	
Ec-00_011350	chr_00	2185	
Ec-00_011360	chr_00	3094	
Ec-00_011370	chr_00	627	
Ec-00_011380	chr_00	768	
Ec-00_011390	chr_00	1257	
Ec-00_011400	chr_00	1486	
Ec-00_011410	chr_00	141	
Ec-00_011420	chr_00	1593	
Ec-00_011430	chr_00	1460	GBG-sporophyte
Ec-00_011440	chr_00	2070	
Ec-00_011450	chr_00	1438	
Ec-00_011460	chr_00	1681	
Ec-00_011470	chr_00	2856	GBG-sporophyte
Ec-00_011480	chr_00	1452	
Ec-00_011490	chr_00	258	
Ec-01_000020	chr_01	447	
Ec-01_000030	chr_01	243	
Ec-01_000040	chr_01	249	
Ec-01_000050	chr_01	783	
Ec-01_000060	chr_01	2457	
Ec-01_000070	chr_01	5109	
Ec-01_000080	chr_01	2329	
Ec-01_000090	chr_01	3194	
Ec-01_000100	chr_01	1739	
Ec-01_000110	chr_01	438	
Ec-01_000120	chr_01	5009	
Ec-01_000130	chr_01	1736	
Ec-01_000140	chr_01	1496	
Ec-01_000150	chr_01	1228	
Ec-01_000160	chr_01	1650	
Ec-01_000170	chr_01	4306	
Ec-01_000180	chr_01	2246	
Ec-01_000190	chr_01	1765	
Ec-01_000200	chr_01	1687	
Ec-01_000210	chr_01	2289	
Ec-01_000220	chr_01	975	
Ec-01_000230	chr_01	1451	
Ec-01_000240	chr_01	2538	
Ec-01_000250	chr_01	1060	
Ec-01_000260	chr_01	2032	
Ec-01_000270	chr_01	1524	
Ec-01_000280	chr_01	3535	
Ec-01_000290	chr_01	1162	
Ec-01_000300	chr_01	2871	SBG-male
Ec-01_000310	chr_01	3744	
Ec-01_000320	chr_01	3282	
Ec-01_000330	chr_01	3270	
Ec-01_000340	chr_01	4065	
Ec-01_000360	chr_01	1209	
Ec-01_000370	chr_01	3099	
Ec-01_000380	chr_01	1200	SBG-male
Ec-01_000390	chr_01	5342	GBG-gametophyte
Ec-01_000400	chr_01	2188	
Ec-01_000420	chr_01	2066	
Ec-01_000430	chr_01	3221	
Ec-01_000440	chr_01	2974	
Ec-01_000450	chr_01	3246	
Ec-01_000460	chr_01	5128	
Ec-01_000470	chr_01	4736	
Ec-01_000480	chr_01	390	
Ec-01_000490	chr_01	2469	
Ec-01_000500	chr_01	2730	
Ec-01_000510	chr_01	1786	
Ec-01_000520	chr_01	1431	
Ec-01_000530	chr_01	899	
Ec-01_000540	chr_01	2124	
Ec-01_000550	chr_01	3748	
Ec-01_000560	chr_01	3277	
Ec-01_000570	chr_01	2728	
Ec-01_000580	chr_01	699	
Ec-01_000590	chr_01	279	
Ec-01_000600	chr_01	651	
Ec-01_000610	chr_01	861	
Ec-01_000620	chr_01	2738	
Ec-01_000630	chr_01	4638	
Ec-01_000640	chr_01	3051	
Ec-01_000650	chr_01	3942	
Ec-01_000660	chr_01	2716	
Ec-01_000670	chr_01	3155	
Ec-01_000680	chr_01	842	
Ec-01_000690	chr_01	1599	
Ec-01_000700	chr_01	1533	
Ec-01_000710	chr_01	5542	
Ec-01_000720	chr_01	1008	
Ec-01_000730	chr_01	1935	
Ec-01_000740	chr_01	1026	
Ec-01_000750	chr_01	5342	
Ec-01_000760	chr_01	2775	
Ec-01_000770	chr_01	752	
Ec-01_000780	chr_01	2336	
Ec-01_000790	chr_01	6731	
Ec-01_000800	chr_01	1965	
Ec-01_000810	chr_01	970	
Ec-01_000820	chr_01	2712	
Ec-01_000830	chr_01	2688	
Ec-01_000840	chr_01	2720	GBG-gametophyte
Ec-01_000850	chr_01	4976	
Ec-01_000860	chr_01	2539	
Ec-01_000870	chr_01	4372	
Ec-01_000890	chr_01	1724	
Ec-01_000900	chr_01	1770	SBG-female
Ec-01_000910	chr_01	2100	
Ec-01_000920	chr_01	1901	
Ec-01_000930	chr_01	2624	
Ec-01_000940	chr_01	825	
Ec-01_000950	chr_01	621	
Ec-01_000960	chr_01	3293	
Ec-01_000970	chr_01	1366	
Ec-01_000980	chr_01	2813	
Ec-01_000990	chr_01	1533	
Ec-01_001000	chr_01	2305	SBG-male
Ec-01_001010	chr_01	1576	
Ec-01_001020	chr_01	1094	
Ec-01_001030	chr_01	876	
Ec-01_001040	chr_01	2639	
Ec-01_001050	chr_01	1987	
Ec-01_001060	chr_01	1817	
Ec-01_001070	chr_01	1510	
Ec-01_001080	chr_01	2497	
Ec-01_001090	chr_01	2385	
Ec-01_001100	chr_01	1856	
Ec-01_001110	chr_01	1798	
Ec-01_001120	chr_01	5383	
Ec-01_001140	chr_01	2178	
Ec-01_001150	chr_01	2359	
Ec-01_001160	chr_01	2704	
Ec-01_001170	chr_01	1872	
Ec-01_001180	chr_01	1456	
Ec-01_001190	chr_01	1463	
Ec-01_001200	chr_01	2801	
Ec-01_001210	chr_01	4824	
Ec-01_001220	chr_01	993	
Ec-01_001230	chr_01	4460	
Ec-01_001240	chr_01	3143	
Ec-01_001250	chr_01	4668	
Ec-01_001260	chr_01	1152	SBG-male
Ec-01_001270	chr_01	3833	
Ec-01_001280	chr_01	790	
Ec-01_001290	chr_01	3606	GBG-gametophyte
Ec-01_001300	chr_01	3405	GBG-gametophyte
Ec-01_001310	chr_01	4353	
Ec-01_001320	chr_01	234	
Ec-01_001330	chr_01	917	
Ec-01_001340	chr_01	2649	
Ec-01_001350	chr_01	2679	
Ec-01_001360	chr_01	531	
Ec-01_001370	chr_01	1104	
Ec-01_001410	chr_01	4255	
Ec-01_001420	chr_01	1107	
Ec-01_001430	chr_01	831	
Ec-01_001440	chr_01	1711	
Ec-01_001450	chr_01	1613	
Ec-01_001460	chr_01	8087	
Ec-01_001470	chr_01	4510	
Ec-01_001480	chr_01	4910	
Ec-01_001490	chr_01	3572	
Ec-01_001510	chr_01	868	
Ec-01_001520	chr_01	831	
Ec-01_001530	chr_01	858	
Ec-01_001540	chr_01	3455	
Ec-01_001550	chr_01	6999	
Ec-01_001560	chr_01	2546	
Ec-01_001570	chr_01	3076	
Ec-01_001580	chr_01	666	
Ec-01_001590	chr_01	3111	
Ec-01_001600	chr_01	4688	
Ec-01_001610	chr_01	2600	
Ec-01_001620	chr_01	3934	
Ec-01_001630	chr_01	4783	
Ec-01_001640	chr_01	3319	
Ec-01_001650	chr_01	1182	
Ec-01_001660	chr_01	23577	
Ec-01_001680	chr_01	3725	
Ec-01_001690	chr_01	1820	
Ec-01_001700	chr_01	2009	
Ec-01_001710	chr_01	5238	
Ec-01_001720	chr_01	2263	
Ec-01_001730	chr_01	617	
Ec-01_001740	chr_01	1582	
Ec-01_001750	chr_01	2459	
Ec-01_001760	chr_01	2373	
Ec-01_001770	chr_01	1134	
Ec-01_001780	chr_01	2862	
Ec-01_001800	chr_01	3951	GBG-gametophyte
Ec-01_001810	chr_01	351	
Ec-01_001820	chr_01	2295	
Ec-01_001830	chr_01	1567	
Ec-01_001840	chr_01	2217	
Ec-01_001850	chr_01	2532	
Ec-01_001860	chr_01	3144	
Ec-01_001870	chr_01	2222	
Ec-01_001880	chr_01	2052	
Ec-01_001890	chr_01	377	
Ec-01_001900	chr_01	1781	
Ec-01_001910	chr_01	2143	
Ec-01_001920	chr_01	3307	
Ec-01_001930	chr_01	222	
Ec-01_001940	chr_01	1755	
Ec-01_001950	chr_01	2299	
Ec-01_001960	chr_01	506	
Ec-01_001970	chr_01	1806	
Ec-01_001990	chr_01	2857	
Ec-01_002000	chr_01	2457	
Ec-01_002010	chr_01	444	
Ec-01_002020	chr_01	2971	
Ec-01_002030	chr_01	3646	
Ec-01_002040	chr_01	2863	
Ec-01_002050	chr_01	3403	
Ec-01_002060	chr_01	3030	
Ec-01_002070	chr_01	1077	
Ec-01_002080	chr_01	1075	
Ec-01_002090	chr_01	2388	
Ec-01_002100	chr_01	1928	
Ec-01_002110	chr_01	2869	
Ec-01_002120	chr_01	1060	
Ec-01_002130	chr_01	854	
Ec-01_002140	chr_01	252	
Ec-01_002150	chr_01	1686	
Ec-01_002160	chr_01	210	
Ec-01_002170	chr_01	1852	
Ec-01_002180	chr_01	4217	
Ec-01_002190	chr_01	1521	
Ec-01_002200	chr_01	3929	GBG-gametophyte
Ec-01_002210	chr_01	1560	GBG-gametophyte
Ec-01_002220	chr_01	999	
Ec-01_002230	chr_01	1120	
Ec-01_002240	chr_01	4432	
Ec-01_002250	chr_01	1263	
Ec-01_002260	chr_01	1668	
Ec-01_002270	chr_01	3756	
Ec-01_002280	chr_01	3408	
Ec-01_002290	chr_01	2674	
Ec-01_002300	chr_01	2108	
Ec-01_002310	chr_01	7591	
Ec-01_002320	chr_01	3116	
Ec-01_002330	chr_01	1801	
Ec-01_002340	chr_01	2394	
Ec-01_002350	chr_01	1841	
Ec-01_002360	chr_01	670	
Ec-01_002370	chr_01	1730	
Ec-01_002380	chr_01	2598	
Ec-01_002390	chr_01	1540	
Ec-01_002400	chr_01	2830	
Ec-01_002410	chr_01	3761	
Ec-01_002420	chr_01	4522	
Ec-01_002430	chr_01	2482	
Ec-01_002440	chr_01	2857	
Ec-01_002450	chr_01	2971	
Ec-01_002460	chr_01	3343	
Ec-01_002470	chr_01	3368	GBG-gametophyte
Ec-01_002490	chr_01	234	
Ec-01_002500	chr_01	3492	GBG-sporophyte
Ec-01_002510	chr_01	111	
Ec-01_002520	chr_01	2010	
Ec-01_002530	chr_01	1426	
Ec-01_002540	chr_01	1679	
Ec-01_002550	chr_01	1959	
Ec-01_002570	chr_01	1417	
Ec-01_002580	chr_01	3687	
Ec-01_002600	chr_01	2279	
Ec-01_002610	chr_01	6721	
Ec-01_002620	chr_01	1095	
Ec-01_002630	chr_01	2507	
Ec-01_002640	chr_01	1127	SBG-female
Ec-01_002640	chr_01	1127	GBG-gametophyte
Ec-01_002650	chr_01	4195	
Ec-01_002660	chr_01	2510	
Ec-01_002670	chr_01	987	
Ec-01_002680	chr_01	3734	
Ec-01_002690	chr_01	2723	
Ec-01_002700	chr_01	1202	
Ec-01_002710	chr_01	2782	
Ec-01_002720	chr_01	3434	
Ec-01_002730	chr_01	770	
Ec-01_002740	chr_01	2118	
Ec-01_002750	chr_01	1864	
Ec-01_002760	chr_01	626	
Ec-01_002770	chr_01	1236	
Ec-01_002780	chr_01	2851	
Ec-01_002790	chr_01	4413	
Ec-01_002800	chr_01	2085	
Ec-01_002810	chr_01	2721	
Ec-01_002820	chr_01	1947	
Ec-01_002830	chr_01	316	
Ec-01_002840	chr_01	5009	
Ec-01_002850	chr_01	1135	
Ec-01_002870	chr_01	964	
Ec-01_002880	chr_01	6238	
Ec-01_002890	chr_01	1929	
Ec-01_002900	chr_01	3291	
Ec-01_002910	chr_01	3462	
Ec-01_002920	chr_01	1759	
Ec-01_002930	chr_01	1929	
Ec-01_002940	chr_01	2067	GBG-gametophyte
Ec-01_002950	chr_01	3753	
Ec-01_002960	chr_01	2990	
Ec-01_002970	chr_01	3711	
Ec-01_002980	chr_01	1510	
Ec-01_002990	chr_01	1076	
Ec-01_003000	chr_01	3096	
Ec-01_003010	chr_01	1329	
Ec-01_003020	chr_01	915	
Ec-01_003040	chr_01	1431	
Ec-01_003050	chr_01	2844	
Ec-01_003060	chr_01	1431	
Ec-01_003070	chr_01	908	
Ec-01_003080	chr_01	1087	
Ec-01_003090	chr_01	483	
Ec-01_003100	chr_01	2771	
Ec-01_003110	chr_01	1221	
Ec-01_003120	chr_01	1527	
Ec-01_003130	chr_01	1637	
Ec-01_003140	chr_01	231	
Ec-01_003150	chr_01	1449	SBG-female
Ec-01_003160	chr_01	2642	GBG-gametophyte
Ec-01_003170	chr_01	3689	
Ec-01_003180	chr_01	1659	
Ec-01_003190	chr_01	478	
Ec-01_003210	chr_01	1562	
Ec-01_003220	chr_01	4730	
Ec-01_003230	chr_01	2461	SBG-female
Ec-01_003240	chr_01	2744	
Ec-01_003250	chr_01	5517	
Ec-01_003260	chr_01	2443	
Ec-01_003290	chr_01	2936	
Ec-01_003300	chr_01	1007	
Ec-01_003310	chr_01	666	
Ec-01_003320	chr_01	3021	
Ec-01_003330	chr_01	1386	
Ec-01_003340	chr_01	1206	
Ec-01_003350	chr_01	4271	
Ec-01_003370	chr_01	2198	
Ec-01_003380	chr_01	2013	
Ec-01_003390	chr_01	13426	
Ec-01_003400	chr_01	2199	
Ec-01_003410	chr_01	3321	
Ec-01_003420	chr_01	1549	
Ec-01_003430	chr_01	673	
Ec-01_003440	chr_01	1311	SBG-male
Ec-01_003440	chr_01	1311	GBG-sporophyte
Ec-01_003460	chr_01	564	
Ec-01_003470	chr_01	1087	
Ec-01_003480	chr_01	929	
Ec-01_003490	chr_01	2437	
Ec-01_003500	chr_01	1687	
Ec-01_003510	chr_01	4161	
Ec-01_003520	chr_01	4689	
Ec-01_003540	chr_01	3019	
Ec-01_003550	chr_01	1248	
Ec-01_003560	chr_01	811	
Ec-01_003570	chr_01	2384	
Ec-01_003590	chr_01	1737	
Ec-01_003600	chr_01	3600	
Ec-01_003610	chr_01	1574	
Ec-01_003620	chr_01	1226	
Ec-01_003630	chr_01	2445	
Ec-01_003640	chr_01	3718	
Ec-01_003650	chr_01	3811	
Ec-01_003660	chr_01	2387	
Ec-01_003670	chr_01	1509	
Ec-01_003680	chr_01	2834	
Ec-01_003690	chr_01	1081	
Ec-01_003700	chr_01	4888	
Ec-01_003710	chr_01	1409	
Ec-01_003720	chr_01	700	
Ec-01_003730	chr_01	891	
Ec-01_003740	chr_01	6107	
Ec-01_003750	chr_01	5271	
Ec-01_003760	chr_01	1409	
Ec-01_003770	chr_01	3704	
Ec-01_003780	chr_01	1827	
Ec-01_003790	chr_01	3315	
Ec-01_003800	chr_01	716	
Ec-01_003810	chr_01	632	
Ec-01_003820	chr_01	3348	GBG-gametophyte
Ec-01_003830	chr_01	7027	
Ec-01_003840	chr_01	2847	
Ec-01_003850	chr_01	2022	
Ec-01_003860	chr_01	8763	
Ec-01_003870	chr_01	3555	
Ec-01_003880	chr_01	3661	
Ec-01_003890	chr_01	2058	
Ec-01_003900	chr_01	1046	
Ec-01_003910	chr_01	5576	
Ec-01_003920	chr_01	3355	
Ec-01_003930	chr_01	3874	
Ec-01_003940	chr_01	1584	
Ec-01_003950	chr_01	922	
Ec-01_003960	chr_01	1356	
Ec-01_003970	chr_01	2466	
Ec-01_003980	chr_01	674	
Ec-01_003990	chr_01	4193	
Ec-01_004000	chr_01	1292	
Ec-01_004010	chr_01	1577	
Ec-01_004020	chr_01	3615	
Ec-01_004030	chr_01	8338	
Ec-01_004040	chr_01	952	
Ec-01_004050	chr_01	1530	
Ec-01_004060	chr_01	2448	
Ec-01_004070	chr_01	622	
Ec-01_004080	chr_01	7492	
Ec-01_004090	chr_01	4801	GBG-gametophyte
Ec-01_004100	chr_01	6041	
Ec-01_004110	chr_01	1915	
Ec-01_004120	chr_01	3926	
Ec-01_004130	chr_01	1818	GBG-gametophyte
Ec-01_004140	chr_01	1416	GBG-gametophyte
Ec-01_004150	chr_01	2950	
Ec-01_004160	chr_01	4100	
Ec-01_004170	chr_01	728	
Ec-01_004180	chr_01	2146	
Ec-01_004190	chr_01	1075	
Ec-01_004200	chr_01	8857	
Ec-01_004220	chr_01	4063	
Ec-01_004230	chr_01	2712	
Ec-01_004240	chr_01	3295	
Ec-01_004250	chr_01	4440	
Ec-01_004260	chr_01	3097	
Ec-01_004270	chr_01	2365	
Ec-01_004280	chr_01	1107	
Ec-01_004290	chr_01	1308	
Ec-01_004300	chr_01	4346	
Ec-01_004310	chr_01	2817	
Ec-01_004320	chr_01	4901	
Ec-01_004330	chr_01	1005	
Ec-01_004340	chr_01	1893	
Ec-01_004350	chr_01	2437	
Ec-01_004360	chr_01	1043	
Ec-01_004370	chr_01	1299	
Ec-01_004380	chr_01	5295	GBG-gametophyte
Ec-01_004390	chr_01	2642	
Ec-01_004400	chr_01	812	
Ec-01_004410	chr_01	3910	
Ec-01_004420	chr_01	2919	
Ec-01_004430	chr_01	1027	
Ec-01_004440	chr_01	3153	
Ec-01_004450	chr_01	547	
Ec-01_004460	chr_01	2345	
Ec-01_004470	chr_01	1269	
Ec-01_004480	chr_01	1178	
Ec-01_004490	chr_01	3432	
Ec-01_004500	chr_01	1757	
Ec-01_004510	chr_01	2476	
Ec-01_004520	chr_01	1731	
