gene_id	GBP-24	GBP-25	GBP-22	GBP-23	GPO-1	GPO-2	GPO-3	GPO-4	GBP-9	GBP-10	GBP-11	GBP-12	GBP-5	GBP-6	GBP-20	GBP-21	GBP-3	GBP-4	GBP-7	GBP-8	GBP-16	GBP-17	GBP-18	GBP-19	GPO-36	GPO-37	GPO-30	GPO-31	GPO-32	GPO-33	GPO-34	GPO-35	GPO-160	GPO-161
Ec-14_000510	135.747	139.386	213.37	191.643	105.397	54.245	125.731	78.056	159.84	148.813	179.164	130.783	101.195	234.044	113.452	118.019	212.966	200.617	159.739	210.988	180.7	150.91	113.781	117.6	39.866	37.332	270.987	297.824	138.737	135.834	302.201	333.954	214.373	227.98
Ec-14_000520	16.472	18.909	13.402	13.421	19.625	20.33	17.515	16.324	8.292	10.043	7.643	9.266	6.707	11.584	16.771	14.796	12.782	8.091	10.99	17.144	8.854	11.805	14.193	14.236	0.78	0.848	9.804	7.154	11.085	13.653	15.248	14.465	15.215	14.039
Ec-14_000530	29.417	27.526	20.121	22.49	34.401	45.788	44.478	44.048	25.933	25.674	25.638	28.866	42.472	42.905	23.263	23.719	31.236	29.455	30.482	34.066	27.552	33.348	35.961	36.023	2.212	2.552	26.595	22.388	37.834	38.081	32.99	33.452	42.416	43.728
Ec-14_000540	7.494	6.247	9.275	9.513	2.304	3.275	5.378	5.259	3.624	5.5	9.387	6.413	2.159	4.603	11.018	7.309	6.696	5.759	5.062	5.895	1.146	2.469	4.031	4.599	1.698	0	1.941	4.404	3.859	5.811	4.746	4.259	8.811	7.601
Ec-14_000550	9.173	8.767	4.664	4.127	13.87	19.775	16.844	16.448	8.609	9.107	8.739	12.626	14.285	8.255	8.42	7.548	13.23	14.11	7.311	8.238	6.434	8.37	12.168	10.675	1.427	1.266	8.156	9.51	12.682	11.43	6.814	7.546	10.765	11.024
Ec-14_000560	21.633	23.572	16.137	21.46	26.694	31.354	24.024	20.955	10.467	10.789	12.403	10.256	13.882	17.761	12	12.453	12.489	9.416	8.071	12.959	7.061	8.68	26.163	19.697	2.216	2.098	12.033	7.164	11.25	11.021	7.001	7.163	25.428	25.293
Ec-14_000570	100.439	98.273	66.917	80.075	69.309	56.878	87.042	60.859	71.836	58.837	65.494	56.229	24.449	90.985	67.539	70.698	61.658	70.327	51.162	78.499	59.554	66.442	51.943	57.691	26.894	27.575	115.753	85.538	100.278	106.087	87.533	101.862	105.932	111.995
Ec-14_000580	9.988	10.101	10.398	8.212	21.692	39.848	21.566	26.079	18.384	17.202	21.066	20.072	18.759	14.349	16.013	15.462	23.222	13.383	24.919	21.573	20.126	19.883	16.581	14.965	2.8	2.668	11.894	11.103	13.141	13.376	13.738	13.664	29.195	31.033
Ec-14_000590	28.33	26.484	23.113	21.38	28.127	31.429	28.763	20.565	20.694	23.444	20.965	26.166	19.919	23.284	25.213	24.09	21.455	24.409	28.221	28.904	17.502	17.379	22.973	20.532	2.835	2.018	30.866	24.452	27.987	25.08	35.216	36.866	29.853	32.12
Ec-14_000600	14.269	14.666	9.436	10.729	16.87	24.27	20.676	21.525	13.127	11.127	10.147	13.316	15.43	12.944	14.382	13.453	20.916	13.653	14.279	14.712	14.354	16.644	20.579	18.735	3.116	4.845	19.433	14.305	22.508	23.073	13.051	15.521	23.965	24.451
Ec-14_000610	24.619	24.033	18.271	12.376	33.693	21.32	21.31	18.111	8.411	14.252	8.782	12.283	12.385	6.717	6.899	6.951	8.303	9.524	5.731	4.777	4.488	6.698	14.577	12.959	1.361	1.341	25.082	21.605	20.897	18.422	7.586	6.764	8.689	8.914
Ec-14_000620	43.907	50.84	39.98	46.972	54.397	28.715	33.011	36.552	18.316	18.366	23.244	16.869	14.576	15.869	23.941	25.04	17.906	11.313	14.899	14.725	13.711	15.683	47.461	36.443	2.553	3.463	43.857	25.085	31.938	32.832	16.016	19.118	25.848	27.199
Ec-14_000630	12.936	10.995	5.356	6.458	16.313	13.25	14.315	13.905	8.797	6.011	8.911	8.945	4.138	4.966	6.292	6.039	10.389	6.708	2.78	4.061	3.661	4.995	15.52	11.752	1.536	1.405	22.313	21.653	12.818	10.394	6.361	6.424	12.779	11.647
Ec-14_000640	49.872	46.911	36.114	37.094	50.268	46.114	56.106	65.052	42.843	38.812	41.076	45.182	39.291	28.266	45.732	45.462	56.768	37.687	35.431	34.809	38.004	44.435	51.883	53.26	6.035	5.755	67.498	53.132	63.585	71.438	50.522	56.971	47.201	52.787
Ec-14_000650	9.342	8.697	9.387	6.972	17.149	21.28	16.463	18.052	20.88	16.678	18.11	20.463	23.49	7.495	10.331	9.646	24.075	13.654	16.955	7.553	13.986	16.257	14.927	13.303	4.255	3.765	22.299	23.472	13.384	13.66	7.291	9.053	14.173	16.078
Ec-14_000660	3.289	5.148	2.961	4.716	7.078	1.917	1.18	1.539	3.181	7.724	2.746	5.067	5.307	3.233	3.956	5.646	2.519	2.379	3.274	2.435	4.527	3.793	4.128	6.459	0	0.891	0.852	2.811	5.419	6.121	4.411	4.985	8.172	9.942
Ec-14_000670	3.67	3.754	3.611	4.652	3.991	1.418	1.747	4.808	3.243	3.493	3.161	4.351	5.859	0.886	2.096	3.629	7.456	3.129	3.614	2.903	3.226	2.495	3.491	3.806	0.123	0.293	1.681	2.311	1.894	2.796	5.722	6.557	3.311	4.818
Ec-14_000680	37.654	42.088	28.666	31.134	60.765	61.578	45.22	47.924	22.898	27.872	23.678	25.481	25.311	36.843	32.737	33.81	25.003	23.022	27.502	46.075	23.248	25.231	33.71	30.693	1.166	1.499	29.769	22.386	25.223	26.856	30.034	32.979	57.922	59.139
Ec-14_000690	81.934	89.18	61.124	71.685	128.701	110.418	109.082	115.376	53.459	60.646	48.447	54.365	40.749	56.488	82.109	86.07	71.958	51.698	54.266	87.191	64.68	77.603	90.461	85.303	13.902	13.652	85.614	64.7	98.858	97.491	79.584	84.736	107.468	102.582
Ec-14_000700	26.023	26.379	23.387	18.356	34.128	19.06	16.232	19.618	14.808	21.383	12.132	14.711	16.201	6.555	10.418	7.929	13.592	10.004	7.076	9.79	8.729	9.688	18.841	15.547	50.292	47.133	18.742	18.292	15.051	12.88	9.853	12.855	13.678	14.809
Ec-14_000710	244.223	229.987	237.027	210.894	269.163	330.816	315.987	306.496	403.863	358.402	391.866	378.508	255.405	180.038	309.122	278.731	363.16	342.082	302.6	292.601	245.125	283.642	249.139	278.13	363.413	346.908	393.503	444.349	457.384	447.511	450.186	489.847	354.447	389.879
Ec-14_000720	10.432	9.34	5.511	3.087	22.613	15.971	9.85	9.276	3.776	5.952	4.039	3.565	4.138	1.47	1.305	1.21	4.049	1.765	2.069	0.823	1.266	1.823	7.906	6.204	0.632	0.614	8.711	5.4	3.733	3.514	0.649	0.759	4.029	4.159
Ec-14_000730	21.01	22.203	16.005	15.092	30.219	40.817	28.781	29.271	16.033	17.127	18.753	18.062	30.207	26.977	14.095	15.057	16.951	15.706	15.17	16.079	14.835	15.038	26.103	21.993	62.228	59.741	14.196	12.503	13.541	13.551	11.037	11.291	21.551	23.227
Ec-14_000740	17.332	17.494	12.19	11.328	23.403	35.349	21.132	27.611	23.753	20.468	18.569	15.267	14.954	12.829	13.212	12.623	16.127	12.107	9.382	13.05	9.288	10.085	21.029	18.296	325.665	330.336	21.261	17.258	37.974	34.312	13.856	14.468	30.725	32.89
Ec-14_000750	23.272	22.246	18.638	21.294	30.06	30.6	24.963	33.87	30.24	26.704	38.02	34.252	23.836	19.096	28.686	27.919	36.003	29.773	26.66	30.131	29.909	35.624	34.144	33.585	13.326	13.608	33.387	28.756	45.366	45.603	32.744	36.081	36.825	36.944
Ec-14_000760	33.27	32.655	21.752	19.101	24.004	33.424	32.874	29.385	28.201	22.139	27.553	24.954	16.465	20.88	23.995	24.203	23.797	25.209	19.372	28.953	17.547	23.013	22.52	24.772	6.617	7.77	54.187	35.296	43.647	42.449	27.9	33.507	41.237	42.883
Ec-14_000770	18.548	18.743	14.695	12.542	29.259	32.567	46.647	48.639	29.355	29.342	25.014	27.296	23.961	18.468	27.389	29.136	45.01	32.284	31.424	40.37	28.817	33.794	24.287	28.151	36.563	37.337	35.245	30.115	46.796	43.992	45.789	53.217	51.714	54.417
Ec-14_000780	1.566	1.608	1.332	0.735	4.077	6.668	2.609	2.877	1.283	1.549	1.027	1.098	1.577	0.35	0.357	0.234	1.229	0.657	0.213	0.238	0.114	0.159	3.183	2.153	0.654	0.956	2.188	1.371	0.793	0.464	0.112	0.324	1.423	1.854
Ec-14_000790	21.589	22.409	11.659	17.062	29.148	29.787	35.405	39.004	19.719	14.424	20.723	19.89	10.686	9.883	22.325	23.886	25.494	15.692	13.354	19.639	16.001	15.962	25.736	25.389	7.608	6.763	34.17	20.259	40.216	43.451	21.923	21.565	28.006	29.575
Ec-14_000800	39.681	39.963	14.166	16.155	54.081	70.736	57.292	57.611	50.815	32.117	157.987	44.964	19.47	41.29	41.546	40.394	47.92	59.873	16.547	38.035	16.202	19.044	27.413	30.022	124.405	130.705	40.845	34.821	88.743	78.906	44.132	43.397	49.21	52.957
Ec-14_000810	10.905	11.571	10.593	10.653	20.409	22.33	12.289	14.506	10.535	6.466	15.717	9.245	6.155	5.907	15.588	16.081	15.484	7.857	8.388	12.008	10.361	10.713	13.93	12.197	1.709	2.411	11.33	7.479	12.523	13.946	12.523	11.147	10.268	9.229
Ec-14_000820	3.296	3.743	2.853	1.702	24.582	26.671	9.49	13.315	2.439	3.442	3.444	2.053	3.943	1.072	1.157	0.862	1.879	1.085	0.649	0.631	0.49	0.853	15.557	10.33	0.679	1.163	8.243	5.68	0.898	0.846	1.077	0.71	7.276	8.372
Ec-14_000830	140.257	146.79	202.505	184.295	205.255	155.584	228.574	112.357	116.232	185.085	118.851	106.783	115.296	271.265	165.347	164.688	177.55	157.815	203.526	352.227	115.326	113.683	121.554	136.086	158.136	144.627	81.312	88.548	90.88	90.987	476.509	457.401	295.535	298.442
Ec-14_000840	29.312	35.046	23.387	39.856	36.313	26.308	27.634	26.271	23.369	18.687	21.278	19.399	16.219	21.966	29.715	29.901	26.922	20.794	28.366	41.305	26.701	23.973	34.201	31.118	2.868	1.743	31.445	20.049	35.999	36.014	50.609	42.906	45.33	44.485
Ec-14_000850	0	0.22	0	0.048	0	0	0.29	0.568	0.313	0	0.169	0.138	0	0.132	0.865	0.505	0.826	0.292	0	0	0.247	0	1.015	0.794	0	0	0	0.173	0.167	0.334	0.121	0.153	0.215	0.129
Ec-14_000860	14.759	14.616	14.13	14.244	27.746	29.93	26.868	32.145	25.817	21.852	23.475	26.375	19.196	10.264	28.058	28.189	23.611	23.183	26.226	21.398	20.755	23.092	26.919	25.175	21.783	22.1	30.343	27.144	38.745	37.162	27.388	31.483	24.852	26.438
Ec-14_000870	85.928	79.882	23.68	17.075	62.018	124.782	117.446	140.13	39.505	30.377	58.909	113.921	40.558	20.871	32.842	33.046	102.07	115.44	11.7	20.505	13.213	55.914	38.699	36.855	2.22	1.667	40.903	25.181	87.507	99.878	19.701	18.439	31.369	31.168
Ec-14_000880	70.555	66.43	58.447	50.91	71.366	54.28	87.798	31.341	37.118	46.929	38.262	39.612	32.058	121.042	20.27	21.416	28.147	110.943	56.886	79.648	37.176	32.877	31.817	26.988	39.043	33.143	19.213	18.439	19.401	22.942	58.786	46.004	86.289	82.426
Ec-14_000900	15.632	14.368	9.544	9.065	27.167	52.206	28.584	33.448	16.553	16.045	22.178	23.517	15.788	11.199	14.022	14.412	19.252	33.469	14.303	20.71	11.178	10.968	15.33	14.722	0.707	0.576	7.037	7.666	14.136	14.261	11.426	10.397	18.535	19.798
Ec-14_000910	116.36	110.92	150.038	146.614	66.453	58.31	72.736	73.372	110.444	117.219	75.444	86.227	96.541	155.486	120.797	114.27	88.541	82.508	194.98	99.388	168.01	126.187	120.099	119.877	17.487	14.639	83.215	84.737	48.64	52.324	116.146	134.657	60.379	60.042
Ec-14_000920	113.697	102.923	88.892	70.718	67	37.917	92.571	56.353	35.787	53.934	33.934	47.783	30.996	112.4	49.388	45.28	30.555	88.728	34.145	59.704	25.526	28.84	37.652	42.012	6.243	7.051	63.766	55.564	44.621	42.373	59.476	69.568	64.216	72.65
Ec-14_000930	4.051	3.86	3.469	1.963	13.471	12.482	11.792	13.61	11.913	9.004	14.128	13.167	9.314	4.586	10.282	9.725	16.842	13.205	11.111	7.209	11.617	14.678	12.525	14.939	0.551	1.583	9.203	13.784	19.704	19.833	11.318	11.576	9.482	9.818
Ec-14_000940	0.127	0.06	0.199	0.053	0.545	0.775	0.636	0.207	0.857	0	0.74	1.062	0.409	0.145	0.237	0.277	0.679	0.481	0.63	1.148	0	0	0	0.58	0	0	0	0.189	0.183	0	0	0	0.236	0.987
Ec-14_000950	14.774	14.941	11.061	10.342	16.282	20.119	14.984	14.603	7.909	9.704	7.219	10.647	11.179	8.604	9.942	9.962	10.3	7.767	7.639	13.406	6.553	7.919	12.088	11.034	0.641	0.501	8.842	6.855	7.369	7.646	8.33	7.334	11.512	10.848
Ec-14_000960	2.714	3.194	6.798	3.897	5.685	12.759	5.943	6.584	5.385	3.599	5.621	4.226	6.37	5.359	0.72	0.714	1.349	2.094	1.445	1.091	0.233	0.335	7.669	5.537	4.189	4.129	1.842	1.303	2.197	2.626	0.303	0.192	1.947	2.118
Ec-14_000970	0.192	0.183	0.303	0.241	0	0	0	0	0.521	0	0.281	0.691	0.31	0	0.36	0	1.718	0	1.722	1.245	1.235	0.887	0.241	0.22	0.61	0.364	0	0.575	0	0	0.602	1.275	0.836	1.07
Ec-14_000980	15.098	14.449	14.392	12.656	10.452	8.438	11.578	14.102	26.214	17.218	17.645	21.337	21.078	13.433	20.049	17.072	18.927	39.047	17.636	14.655	12.831	14.832	14.617	16.64	5.919	5.202	16.711	18.969	19.062	21.547	17.076	18.339	19.553	20.984
Ec-14_000990	13.102	11.246	3.548	4.523	5.099	5.714	5.795	7.759	34.562	13.913	54.55	32.014	8.941	1.89	24.749	18.319	17.009	75.539	15.031	10.891	3.463	4.775	2.43	11.139	4.867	5.469	22.107	21.724	26.226	25.318	17.214	18.96	14.191	16.094
Ec-14_001000	9.301	9.508	7.237	6.487	20.366	37.658	12.033	13.113	6.354	9.676	8.51	9.429	11.745	8.133	7.023	6.083	8.579	8.927	8.205	8.897	6.288	5.559	9.272	8.508	0.312	0.298	4.565	4.105	5.319	5.596	4.094	3.757	7.693	7.406
Ec-14_001010	0.107	0.288	0.092	0.049	0.629	0.278	0.44	0.191	4.508	1.76	1.024	0.537	0.251	0.067	0.911	0.936	1.044	0.419	1.318	1.69	0.813	1.212	0.513	0.669	4.106	4.615	0.812	1.485	5.502	6.059	0.792	0.981	1.463	1.908
Ec-14_001020	1.315	1.371	2.052	1.055	2.524	4.131	2.678	2.095	7.458	6.572	3.895	1.192	2.064	0.652	1.23	1.087	1.524	0.81	2.547	1.704	0.457	0.369	2.988	2.443	24.287	22.709	1.804	1.914	2.152	1.697	0.482	0.236	4.194	5.501
Ec-14_001030	1276.622	1340.614	2046.887	2040.738	1077.597	840.407	667.097	658.704	950.307	1506.571	853.256	812.553	1283.009	2339.413	1129.287	1119.463	713.771	929.263	1558.055	1780.648	1556.71	1232.29	1188.599	1128.949	1129.768	1126.323	598.466	585.948	284.358	322.427	1261.904	1318.226	940.103	958.749
Ec-14_001040	0.447	0.709	1.095	0.872	0	0	0.748	0	0.403	0.408	1.741	0.357	0	0	0.279	0.325	1.064	2.638	0	0	0.638	1.03	0.747	0	0.472	0	0	0.891	0	1.724	0	0.395	0.555	1.327
Ec-14_001050	0.732	0.669	0.737	0.529	0.638	0.968	0.546	0.81	0.911	0.813	0.954	0.403	0.67	0.227	0.685	0.497	0.672	0.676	1.063	0.718	0.72	0.433	0.794	0.612	0.031	0.038	0.072	0.03	0.143	0.115	0.206	0.026	0.258	0.264
Ec-14_001060	0.19	0.306	0.061	0.024	2.385	1.844	0.806	0.382	1.856	0.24	0.682	0.14	0.047	0.067	0.136	0.032	0	0.111	0.087	0	0.062	0.034	1.318	0.902	15.122	18.029	0.476	0.305	0.21	0.042	0	0	1.322	1.185
Ec-14_001070	569.631	571.886	581.593	542.663	618.596	772.555	606.248	541.791	411.983	438.237	482.802	483.192	518.527	547.126	508.396	475.774	423.312	559.782	519.367	488.429	447.633	448.156	567.176	514.083	17.146	17.638	356.676	319.846	344.21	377.283	456.349	414.633	360.762	346.49
Ec-14_001080	11.432	10.27	6.906	7.913	21.498	16.637	13.521	13.222	8.679	11.593	10.299	9.94	8.416	8.972	9.009	9.245	12.695	10.817	9.28	11.685	8.437	8.736	13.894	12.429	0.66	0.474	6.538	6.807	12.961	14.058	8.568	8.243	13.288	12.361
Ec-14_001090	6.162	5.768	7.777	7.064	7.736	7	8.01	7.966	8.783	8.997	7.741	9.488	8.895	3.967	9.204	7.44	6.617	6.876	7.209	5.393	5.498	5.298	9.09	8.483	1.586	2.101	11.218	12.047	10.598	8.489	5.131	7.634	7.756	8.232
Ec-14_001100	473.373	429.199	246.692	217.216	596.735	702.807	946.141	839.049	629.895	327.261	718.884	633.487	350.618	309.931	502.737	501.473	742.6	676.607	391.388	357.7	449.436	575.893	574.409	602.686	524.624	491.454	858.31	747.148	991.727	1023.582	471.494	446.37	516.883	499.274
Ec-14_001110	4.8	5.678	5.987	5.283	4.954	8.442	4.706	5.785	6.644	5.891	4.224	3.42	6.045	3.028	5.609	6.354	4.943	2.665	4.902	4.439	4.203	4.301	7.636	6.459	25.974	24.125	8.7	7.099	6.997	5.191	21.796	23.615	11.127	13.005
Ec-14_001120	46.422	47.131	55.765	63.611	47.127	91.403	64.26	61.199	61.031	47.346	52.054	55.447	45.223	48	47.567	44.415	70.116	58.435	57.07	48.849	52.087	55.431	66.184	54.813	8.334	7.959	76.739	70.531	59.09	62.92	53.376	53.579	40.714	40.787
Ec-14_001130	5.906	6.468	6.139	4.681	6.272	8.321	7.277	7.608	6.593	6.223	8.267	7.21	9.266	4.875	6.464	5.543	8.242	4.795	5.716	5.509	4.203	5.911	6.39	5.951	0.272	0.293	2.703	3.949	5.141	4.69	3.577	3.206	5.601	5.174
Ec-14_001140	7.002	8.144	10.66	10.753	8.22	10.386	7.195	6.329	9.358	9.281	8.904	8.635	6.933	6.543	8.253	8.867	10.848	5.87	14.913	8.661	10.004	9.937	10.186	8.204	0.397	0.129	4.492	2.959	4.589	4.443	7.447	5.337	11.848	10.444
Ec-14_001150	41.613	41.643	48.598	66.127	58.73	55.549	47.888	39.97	27.518	31.5	24.264	25.793	24.254	92.672	40.529	39.94	22.56	28.242	36.443	50.697	23.666	27.847	51.141	45.363	3.156	2.384	14.716	8.853	25.676	27.447	41.635	34.384	48.801	41.678
Ec-14_001160	19.209	19.83	28.369	25.583	19.184	14.286	17.789	12.07	11.319	17.731	10.707	12.476	17.301	37.728	18.571	18.942	12.459	14.219	16.806	26.322	9.77	10.459	14.907	15.172	1.039	0.779	5.976	7.555	8.755	9.336	16.652	16.694	20.382	19.317
Ec-14_001170	2.979	3.705	2.781	2.333	4.019	4.243	4.157	3.717	2.241	1.814	2.349	2.663	4.005	1.735	2.588	1.963	4.563	2.962	1.93	0.827	0.683	0.763	4.54	3.683	0.15	0.224	4.114	2.935	1.807	1.711	0.888	0.69	2.79	2.593
Ec-14_001180	3.753	4.539	2.557	1.948	12.709	18.618	4.846	9.94	2.23	1.998	1.753	1.015	1.822	0.162	0.77	0.411	0.294	0.834	0.304	0.335	0	0.38	15.147	10.161	0.56	0.625	15.609	10.347	0.441	0.579	0.172	0.25	2.777	3.315
Ec-14_001190	1.446	1.613	3.997	1.778	4.504	8.347	3.282	4.104	3.069	2.21	3.176	2.811	3.635	2.446	0.449	0.437	2.24	1.957	2.083	1.296	0.086	0.123	4.4	3.665	0.528	0.531	0.894	0.598	1.115	0.695	0.612	0.265	1.954	1.915
Ec-14_001200	0.132	0.252	0	0.111	3.413	16.44	7.966	6.059	1.253	0.543	1.352	0.317	0.64	0	0.371	0	0	0	0.263	0.171	0	0	1.327	0.757	0.629	0	0	0	0	0	0.138	0.175	0.492	0.736
Ec-14_001210	22.2	18.821	5.924	5.765	17.882	22.77	20.341	26.754	14.357	10.902	13.682	17.696	7.742	2.254	8.234	6.571	13.511	10.606	6.896	6.854	2.832	3.482	6.227	6.033	1.856	1.953	14.977	10.398	18.965	17.923	15.7	13.968	18.173	17.569
Ec-14_001220	5.779	5.993	5.005	3.387	22.034	21.298	7.372	13.561	1.787	4.083	1.829	1.254	4.111	0.73	0.83	0.348	0.285	0.749	0.476	0.295	0.171	0.499	16.303	10.947	0.253	0.561	13.155	8.474	0.754	0.823	0.712	0.784	2.205	2.344
Ec-14_001230	2.73	3.2	3.614	3.265	3.489	5.466	3.574	2.98	5.287	2.856	5.222	4.44	4.965	3.301	4.396	3.795	5.44	4.774	3.82	3.13	4.109	4.426	5.274	5.496	0.105	0.188	1.619	2.524	3.149	3.113	2.071	0.922	2.343	2.174
Ec-14_001240	46.38	48.418	59.789	74.204	57.522	40.566	40.369	36.449	42.002	44.156	25.823	31.031	28.462	68.761	72.253	72.527	43.164	38.737	45.666	68.995	49.437	47.174	60.326	53.304	4.083	3.312	31.279	31.789	46.6	49.315	64.779	63.237	51.57	49.709
Ec-14_001250	21.943	23.534	19.528	18.347	24.806	24.281	24.438	23.496	17.965	23.31	25.687	26.477	35.042	23.262	21.451	20.981	35.754	24.825	15.973	16.318	17.797	19.478	30.393	30.543	16.185	15.495	17.33	21.084	21.415	17.599	11.936	12.009	22.978	23.523
Ec-14_001260	1.958	2.055	2.683	1.791	3.161	4.243	3.689	4.66	3.439	3.06	3.756	3.41	6.714	1.368	3.464	2.106	5.304	2.517	3.168	2.855	2.097	2.576	3.61	3.26	0.049	0	0.998	0.778	5.338	4.562	1.819	1.745	2.737	2.59
Ec-14_001270	0.801	1.45	1.009	1.005	2.068	1.96	1.609	3.672	2.386	1.536	2.809	2.495	2.326	0	3.147	1.225	1.718	1.419	2.073	0.415	0.686	0.369	2.01	2.018	0	0	0.581	0.24	2.078	6.724	1.17	1.275	2.388	2.587
Ec-14_001280	4.078	4.273	3.283	3.524	1.755	2.218	1.366	2.968	1.84	1.986	2.781	2.389	1.462	0.52	2.459	2.871	5.83	1.491	1.714	1.879	0.97	1.881	3.184	2.803	0	0.172	1.15	1.22	2.613	3.804	0.567	1.562	3.658	3.128
Ec-14_001290	24.271	23.875	36.315	29.822	55.204	66.166	40.059	79.989	98.246	63.508	66.109	75.381	79.005	10.36	55.149	58.164	122.896	32.927	140.066	29.937	184.422	168.714	91.553	89.165	37.887	38.983	84.803	80.547	76.85	81.196	67.718	70.167	23.447	24.295
Ec-14_001300	5.074	5.704	5.654	6.004	7.163	7.985	4.262	5.183	6.053	7.241	6.056	6.724	6.423	3.667	7.235	7.949	7.814	5.162	7.437	6.215	6.358	6.623	8.64	7.252	0.103	0.124	3.49	2.733	4.234	4.912	4.527	3.202	4.155	4.233
Ec-14_001310	9.78	10.14	8.197	8.468	12.961	11.879	10.105	9.336	6.082	9.433	5.915	6.594	10.572	11.985	10.657	10.691	5.822	6.591	8.918	13.096	6.844	7.045	8.564	8.737	1.155	1.193	3.624	5.205	3.932	4.877	11.122	10.278	9.788	11.002
